PeakID (cmd=annotatePeaks.pl 4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_merged.narrowPeak hg19 -ann /data_b/tools/homer2/data/genomes/hg19/annotations/custom/utr5plus_exons_utr3_introns_intergenic_sorted_table.file -annStats 4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_merged_annStats.tsv)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1994	chr15	57998914	57998963	+	37	NA	5' UTR (NM_001018102, exon 1 of 4)	5' UTR (NM_001018102, exon 1 of 4)	219	NM_015532	81488	Hs.437256	NM_015532	ENSG00000255529	POLR2M	GCOM1|GRINL1A|Gdown|Gdown1	polymerase (RNA) II (DNA directed) polypeptide M	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4238	chr4	1976420	1976469	+	37	NA	non-coding (NR_003004, exon 1 of 1)	promoter-TSS (NR_003004)	81	NR_003004	677770	Hs.676951	NR_003004	ENSG00000249784	SCARNA22	ACA11	small Cajal body-specific RNA 22	ncRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5358	chr7	99948926	99948975	+	37	NA	non-coding (NR_036570, exon 6 of 17)	promoter-TSS (NR_103728)	-991	NR_103728	101752334	Hs.521075	NR_103728		PVRIG2P	-	poliovirus receptor related immunoglobulin domain containing 2, pseudogene	pseudo
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3383	chr2	143763469	143763530	+	37	NA	intron (NM_003937, intron 10 of 13)	intron (NM_003937, intron 10 of 13)	-123400	NM_018460	55843	Hs.171011	NM_018460	ENSG00000075884	ARHGAP15	BM046	Rho GTPase activating protein 15	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4101	chr3	127337950	127337999	+	37	NA	exon (NM_004526, exon 13 of 16)	exon (NM_004526, exon 13 of 16)	-10028	NM_015720	50512	Hs.591290	NM_015720	ENSG00000114631	PODXL2	EG|PODLX2	podocalyxin-like 2	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1427	chr12	69985923	69985972	+	37	NA	intron (NM_001198842, intron 8 of 15)	intron (NM_001198842, intron 8 of 15)	6485	NM_001198842	10576	Hs.189772	NM_006431	ENSG00000166226	CCT2	99D8.1|CCT-beta|CCTB|HEL-S-100n|PRO1633|TCP-1-beta	chaperonin containing TCP1, subunit 2 (beta)	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2746	chr19	5286045	5286094	+	37	NA	exon (NM_130853, exon 2 of 29)	exon (NM_130853, exon 2 of 29)	54745	NM_130853	5802	Hs.744928	NM_002850	ENSG00000105426	PTPRS	PTPSIGMA	protein tyrosine phosphatase, receptor type, S	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4334	chr5	40679167	40679229	+	37	NA	Intergenic	promoter-TSS (NM_000958)	-834	NM_000958	5734	Hs.199248	NM_000958	ENSG00000171522	PTGER4	EP4|EP4R	prostaglandin E receptor 4 (subtype EP4)	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_451	chr1	173793825	173793874	+	37	NA	5' UTR (NM_018122, exon 1 of 17)	promoter-TSS (NM_018122)	52	NM_018122	55157	Hs.647707	NM_018122	ENSG00000117593	DARS2	ASPRS|LBSL|MT-ASPRS	aspartyl-tRNA synthetase 2, mitochondrial	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_981	chr11	33731657	33731706	+	37	NA	exon (NM_001127227, exon 4 of 4)	exon (NM_001127227, exon 4 of 4)	-9395	NM_001166692	100131378	Hs.709466	NM_001166692		C11orf91	-	chromosome 11 open reading frame 91	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1017c	chr11	65191036	65191520	+	37	NA	non-coding (NR_131012, exon 1 of 1)	non-coding (NR_131012, exon 1 of 1)	1009	NR_028272	283131	Hs.523789	NR_002802		NEAT1	LINC00084|NCRNA00084|TncRNA|VINC	nuclear paraspeckle assembly transcript 1 (non-protein coding)	ncRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1717	chr13	113963984	113964181	+	37	NA	exon (NM_005561, exon 3 of 9)	exon (NM_005561, exon 3 of 9)	12613	NM_005561	3916	Hs.494419	NM_005561	ENSG00000185896	LAMP1	CD107a|LAMPA|LGP120	lysosomal-associated membrane protein 1	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5888	chr9	131084886	131084935	+	37	NA	5' UTR (NM_001305942, exon 1 of 4)	promoter-TSS (NM_015679)	123	NM_001305942	51117	Hs.98541	NM_016035	ENSG00000167113	COQ4	CGI-92|COQ10D7	coenzyme Q4	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3188	chr2	127806064	127806113	+	37	NA	3' UTR (NM_139351, exon 13 of 13)	3' UTR (NM_139351, exon 13 of 13)	58815	NM_139344	274	Hs.193163	NM_004305	ENSG00000136717	BIN1	AMPH2|AMPHL|SH3P9	bridging integrator 1	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2285	chr17	1554125	1554181	+	37	NA	exon (NM_006445, exon 43 of 43)	promoter-TSS (NM_031430)	-761	NM_031430	83547	Hs.534497	NM_031430	ENSG00000167705	RILP	PP10141	Rab interacting lysosomal protein	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2755	chr19	6262233	6262285	+	37	NA	exon (NM_005934, exon 3 of 12)	exon (NM_005934, exon 3 of 12)	17700	NM_005934	4298	Hs.10095	NM_005934	ENSG00000130382	MLLT1	ENL|LTG19|YEATS1	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 1	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5131	chr7	91764046	91764095	+	37	NA	non-coding (NR_122110, exon 1 of 3)	promoter-TSS (NM_000786)	-11	NM_001146152	1595	Hs.417077	NM_000786	ENSG00000001630	CYP51A1	CP51|CYP51|CYPL1|LDM|P450-14DM|P450L1	cytochrome P450, family 51, subfamily A, polypeptide 1	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4716	chr6	33281798	33281855	+	37	NA	5' UTR (NM_172209, exon 1 of 7)	TTS (NM_005453)	338	NM_172208	6892	Hs.370937	NM_003190	ENSG00000231925	TAPBP	NGS17|TAPA|TPN|TPSN	TAP binding protein (tapasin)	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4759	chr6	52143568	52143617	+	37	NA	exon (NM_001270472, exon 5 of 16)	exon (NM_001270472, exon 5 of 16)	6087	NM_001270472	4172	Hs.179565	NM_002388	ENSG00000112118	MCM3	HCC5|P1-MCM3|P1.h|RLFB	minichromosome maintenance complex component 3	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5371	chr8	67955498	67955547	+	37	NA	exon (NM_006837, exon 8 of 8)	exon (NM_006837, exon 8 of 8)	-14736	NM_001013626	286187	Hs.583933	NM_001013626	ENSG00000178125	PPP1R42	LRRC67|TLLR|dtr	protein phosphatase 1, regulatory subunit 42	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2658	chr18	43669848	43669929	+	37	NA	exon (NM_001257335, exon 4 of 12)	exon (NM_001257335, exon 4 of 12)	8431	NM_004046	498	Hs.298280	NM_004046	ENSG00000152234	ATP5A1	ATP5A|ATP5AL2|ATPM|COXPD22|HEL-S-123m|MC5DN4|MOM2|OMR|ORM|hATP1	ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5288	chr7	56120137	56120186	+	37	NA	exon (NM_001762, exon 2 of 14)	promoter-TSS (NM_004577)	783	NM_001762	908	Hs.82916	NM_001762	ENSG00000146731	CCT6A	CCT-zeta|CCT-zeta-1|CCT6|Cctz|HTR3|MoDP-2|TCP-1-zeta|TCP20|TCPZ|TTCP20	chaperonin containing TCP1, subunit 6A (zeta 1)	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4301	chr5	31495869	31495918	+	37	NA	intron (NM_013235, intron 10 of 34)	intron (NM_013235, intron 10 of 34)	36389	NM_001100412	29102	Hs.97997	NM_013235	ENSG00000113360	DROSHA	ETOHI2|HSA242976|RANSE3L|RN3|RNASE3L|RNASEN	drosha, ribonuclease type III	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_223	chr1	68150898	68150947	+	37	NA	5' UTR (NM_001199742, exon 1 of 3)	promoter-TSS (NM_001199742)	62	NM_001199741	1647	Hs.80409	NM_001924	ENSG00000116717	GADD45A	DDIT1|GADD45	growth arrest and DNA-damage-inducible, alpha	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5996	chr9	140446649	140446698	+	37	NA	exon (NM_032477, exon 2 of 2)	exon (NM_032477, exon 2 of 2)	364	NM_032477	64975	Hs.44017	NM_032477		MRPL41	BMRP|MRP-L27|MRPL27|PIG3|RPML27	mitochondrial ribosomal protein L41	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2347	chr17	15964843	15964892	+	37	NA	exon (NM_006311, exon 37 of 46)	exon (NM_006311, exon 37 of 46)	-61861	NM_001042698	125150	Hs.593985	NM_001042697	ENSG00000214941	ZSWIM7	SWS1	zinc finger, SWIM-type containing 7	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_169	chr1	43996693	43996768	+	37	NA	5' UTR (NM_130440, exon 1 of 33)	5' UTR (NM_130440, exon 1 of 33)	183	NM_002840	5792	Hs.272062	NM_002840	ENSG00000142949	PTPRF	BNAH2|LAR	protein tyrosine phosphatase, receptor type, F	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2864	chr19	11039449	11039498	+	37	NA	5' UTR (NM_138358, exon 1 of 2)	promoter-TSS (NM_138358)	49	NM_138358	90580	Hs.164026	NM_138358	ENSG00000142444	C19orf52	-	chromosome 19 open reading frame 52	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_498	chr1	179832774	179832849	+	37	NA	3' UTR (NM_022347, exon 3 of 3)	3' UTR (NM_022347, exon 3 of 3)	14130	NM_145034	163590	Hs.571797	NM_022347	ENSG00000169905	TOR1AIP2	IFRG15|LULL1|NET9	torsin A interacting protein 2	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4172	chr4	122589551	122589672	+	37	NA	3' UTR (NM_001154, exon 13 of 13)	3' UTR (NM_001154, exon 13 of 13)	28536	NM_001154	308	Hs.480653	NM_001154	ENSG00000164111	ANXA5	ANX5|ENX2|HEL-S-7|PP4|RPRGL3	annexin A5	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3175	chr2	113005368	113005417	+	37	NA	intron (NM_032494, intron 2 of 8)	intron (NM_032494, intron 2 of 8)	7272	NM_032494	84524	Hs.418416	NM_032494	ENSG00000144161	ZC3H8	Fliz1|ZC3HDC8	zinc finger CCCH-type containing 8	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4035	chr4	7941397	7941446	+	37	NA	5' UTR (NM_198595, exon 1 of 17)	exon (NM_203423, exon 1 of 1)	232	NM_001134647	60312	Hs.529369	NM_021638	ENSG00000196526	AFAP1	AFAP|AFAP-110|AFAP110	actin filament associated protein 1	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_741	chr10	71892488	71892607	+	37	NA	5' UTR (NM_032797, exon 1 of 9)	5' UTR (NM_032797, exon 1 of 9)	143	NM_001198696	84883	Hs.650680	NM_032797	ENSG00000042286	AIFM2	AMID|PRG3	apoptosis-inducing factor, mitochondrion-associated, 2	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_795	chr10	112631686	112631735	+	37	NA	5' UTR (NM_014456, exon 1 of 12)	5' UTR (NM_014456, exon 1 of 12)	157	NM_014456	27250	Hs.711490	NM_014456	ENSG00000150593	PDCD4	H731	programmed cell death 4 (neoplastic transformation inhibitor)	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_943	chr11	47238567	47238629	+	37	NA	exon (NM_000107, exon 3 of 10)	exon (NM_000107, exon 3 of 10)	2105	NM_000107	1643	Hs.700338	NM_000107	ENSG00000134574	DDB2	DDBB|UV-DDB2|XPE	damage-specific DNA binding protein 2	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5427	chr8	101721668	101721800	+	37	NA	exon (NM_002568, exon 8 of 15)	exon (NM_002568, exon 8 of 15)	-6482	NR_106992	102466854		NR_106992	ENSG00000277719	MIR7705	hsa-mir-7705	microRNA 7705	ncRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4681	chr5	133989412	133989461	+	37	NA	intron (NM_001252231, intron 1 of 12)	AluJo|SINE|Alu	4961	NM_021982	10802	Hs.595540	NM_021982	ENSG00000113615	SEC24A	-	SEC24 homolog A, COPII coat complex component	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_904	chr11	1774696	1774825	+	37	NA	exon (NM_001909, exon 9 of 9)	exon (NM_001909, exon 9 of 9)	-2936	NM_001170820	402778	Hs.121575	NM_001170820	ENSG00000244242	IFITM10	DSPA3	interferon induced transmembrane protein 10	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6021	chrX	11777837	11777886	+	37	NA	5' UTR (NM_006800, exon 1 of 12)	5' UTR (NM_006800, exon 1 of 12)	126	NM_006800	10943	Hs.655288	NM_006800	ENSG00000005302	MSL3	MSL3L1	male-specific lethal 3 homolog (Drosophila)	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3003	chr19	39971543	39971592	+	37	NA	exon (NM_001001563, exon 1 of 11)	exon (NM_001001563, exon 1 of 11)	515	NM_001001563	92609	Hs.590956	NM_001001563	ENSG00000105197	TIMM50	TIM50|TIM50L	translocase of inner mitochondrial membrane 50 homolog (S. cerevisiae)	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5943	chrX	107328128	107328177	+	37	NA	3' UTR (NM_170750, exon 5 of 5)	3' UTR (NM_170750, exon 5 of 5)	6722	NM_170750	5716	Hs.522752	NM_002814	ENSG00000101843	PSMD10	dJ889N15.2|p28|p28(GANK)	proteasome 26S subunit, non-ATPase 10	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2439	chr17	40146875	40146924	+	37	NA	non-coding (NR_029431, exon 4 of 13)	non-coding (NR_029431, exon 4 of 13)	22284	NM_001144766	7266	Hs.500156	NM_003315	ENSG00000168259	DNAJC7	DJ11|DJC7|TPR2|TTC2	DnaJ (Hsp40) homolog, subfamily C, member 7	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3460	chr20	43142567	43142623	+	37	NA	exon (NM_198941, exon 2 of 11)	exon (NM_198941, exon 2 of 11)	8131	NM_198941	10955	Hs.272168	NM_006811	ENSG00000132824	SERINC3	AIGP1|DIFF33|SBBI99|TDE|TDE1|TMS-1	serine incorporator 3	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_583	chr1	231664413	231664561	+	37	NA	5' UTR (NM_005999, exon 1 of 6)	promoter-TSS (NR_028400)	88	NR_028397	100303453	Hs.13318	NR_028393	ENSG00000270106	TSNAX-DISC1	-	TSNAX-DISC1 readthrough (NMD candidate)	ncRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4967	chr6	170852726	170852775	+	37	NA	exon (NM_002793, exon 4 of 6)	exon (NM_002793, exon 4 of 6)	9667	NM_002793	5689	Hs.352768	NM_002793	ENSG00000008018	PSMB1	HC5|PMSB1|PSC5	proteasome subunit beta 1	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2887	chr19	40562052	40562101	+	37	NA	5' UTR (NM_001005851, exon 1 of 5)	promoter-TSS (NM_001005851)	39	NM_001005851	163131	Hs.101139	NM_001005851	ENSG00000128000	ZNF780B	ZNF779	zinc finger protein 780B	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_376	chr1	151162548	151162597	+	37	NA	5' UTR (NM_005997, exon 1 of 6)	exon (NM_005997, exon 1 of 6)	117	NM_005997	6944	Hs.2430	NM_005997	ENSG00000163159	VPS72	CFL1|Swc2|TCFL1|YL-1|YL1	vacuolar protein sorting 72 homolog (S. cerevisiae)	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5166	chr6	160494446	160494495	+	37	NA	exon (NM_000876, exon 34 of 48)	exon (NM_000876, exon 34 of 48)	-19644	NR_003288	729603	Hs.674810	NR_003288	ENSG00000213073	LOC729603	-	calcineurin-like EF-hand protein 1 pseudogene	pseudo
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1734	chr14	54955644	54955693	+	37	NA	5' UTR (NM_004124, exon 1 of 7)	promoter-TSS (NM_004124)	76	NM_004124	2764	Hs.151413	NM_004124	ENSG00000197045	GMFB	GMF	glia maturation factor, beta	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2635	chr17	66041982	66042032	+	37	NA	exon (NM_002266, exon 10 of 11)	exon (NM_002266, exon 10 of 11)	10159	NM_002266	3838	Hs.594238	NM_002266	ENSG00000182481	KPNA2	IPOA1|QIP2|RCH1|SRP1alpha	karyopherin alpha 2 (RAG cohort 1, importin alpha 1)	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5993	chr9	140137094	140137260	+	37	NA	exon (NM_006088, exon 4 of 4)	TTS (NM_001001710)	1466	NM_006088	10383	Hs.433615	NM_006088	ENSG00000188229	TUBB4B	Beta2|TUBB2|TUBB2C	tubulin, beta 4B class IVb	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4479	chr5	133532821	133532870	+	37	NA	3' UTR (NM_002715, exon 7 of 7)	3' UTR (NM_002715, exon 7 of 7)	-20121	NM_006930	6500	Hs.171626	NM_006930		SKP1	EMC19|OCP-II|OCP2|SKP1A|TCEB1L|p19A	S-phase kinase-associated protein 1	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_652	chr10	22605365	22605414	+	37	NA	5' UTR (NM_012071, exon 1 of 8)	promoter-TSS (NM_012071)	77	NM_012071	23412	Hs.534398	NM_012071		COMMD3	BUP|C10orf8	COMM domain containing 3	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6193	chrX	153657002	153657099	+	37	NA	5' UTR (NM_001183, exon 1 of 10)	promoter-TSS (NR_103768)	72	NM_001183	537	Hs.6551	NM_001183	ENSG00000071553	ATP6AP1	16A|ATP6IP1|ATP6S1|Ac45|CF2|VATPS1|XAP-3|XAP3	ATPase, H+ transporting, lysosomal accessory protein 1	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3604	chr22	29655878	29655927	+	37	NA	3' UTR (NM_012265, exon 7 of 7)	TTS (NM_133455)	8012	NM_012265	25807	Hs.106730	NM_012265	ENSG00000100263	RHBDD3	C22orf3|HS984G1A|PTAG	rhomboid domain containing 3	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4867	chr6	114274467	114274523	+	37	NA	non-coding (NR_033441, exon 7 of 15)	non-coding (NR_033441, exon 7 of 15)	-16370	NR_125845	101927768	Hs.129280	NR_125845	ENSG00000228624	LOC101927768	-	uncharacterized LOC101927768	ncRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_597	chr1	229606484	229606533	+	37	NA	exon (NM_018230, exon 15 of 26)	exon (NM_018230, exon 15 of 26)	-36665	NM_001100	58	Hs.1288	NM_001100	ENSG00000143632	ACTA1	ACTA|ASMA|CFTD|CFTD1|CFTDM|MPFD|NEM1|NEM2|NEM3	actin, alpha 1, skeletal muscle	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3732	chr20	60718836	60718885	+	37	NA	5' UTR (NM_001301778, exon 1 of 12)	promoter-TSS (NR_125981)	84	NM_198935	26039	Hs.154429	NM_015558	ENSG00000184402	SS18L1	CREST|LP2261	synovial sarcoma translocation gene on chromosome 18-like 1	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4678	chr5	132412391	132412482	+	37	NA	exon (NM_002154, exon 7 of 19)	exon (NM_002154, exon 7 of 19)	24774	NM_002154	3308	Hs.90093	NM_002154		HSPA4	APG-2|HEL-S-5a|HS24/P52|HSPH2|RY|hsp70|hsp70RY	heat shock 70kDa protein 4	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_220	chr1	54266410	54266459	+	37	NA	exon (NM_001168551, exon 11 of 18)	exon (NM_001168551, exon 11 of 18)	37791	NM_018087	55706	Hs.476525	NM_018087	ENSG00000058804	NDC1	NET3|TMEM48	NDC1 transmembrane nucleoporin	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_831	chr11	308200	308249	+	37	NA	5' UTR (NM_006435, exon 1 of 2)	exon (NM_006435, exon 1 of 2)	117	NM_006435	10581	Hs.709321	NM_006435	ENSG00000185201	IFITM2	1-8D|DSPA2c	interferon induced transmembrane protein 2	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5337	chr8	48752649	48752698	+	37	NA	exon (NM_001081640, exon 55 of 85)	exon (NM_001081640, exon 55 of 85)	-101947	NM_005195	1052	Hs.440829	NM_005195		CEBPD	C/EBP-delta|CELF|CRP3|NF-IL6-beta	CCAAT/enhancer binding protein (C/EBP), delta	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_416	chr1	155735149	155735198	+	37	NA	exon (NM_001282856, exon 21 of 32)	exon (NM_001282856, exon 21 of 32)	18450	NR_132767	106633816		NR_132767		SCARNA26B	-	small Cajal body-specific RNA 26B	ncRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_139	chr1	39494433	39494527	+	37	NA	exon (NM_001184979, exon 2 of 3)	exon (NM_001184979, exon 2 of 3)	2513	NM_004552	4725	Hs.632385	NM_004552	ENSG00000168653	NDUFS5	CI-15k|CI15K	NADH dehydrogenase (ubiquinone) Fe-S protein 5, 15kDa (NADH-coenzyme Q reductase)	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3012	chr19	41749553	41749602	+	36	NA	exon (NM_001699, exon 11 of 19)	exon (NM_001699, exon 11 of 19)	16917	NM_001278599	558	Hs.590970	NM_001699	ENSG00000167601	AXL	ARK|JTK11|Tyro7|UFO	AXL receptor tyrosine kinase	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_840	chr10	111683217	111683266	+	36	NA	5' UTR (NM_001167604, exon 1 of 20)	promoter-TSS (NM_001167604)	70	NR_030724	7511	Hs.390623	NM_020383	ENSG00000108039	XPNPEP1	APP1|SAMP|XPNPEP|XPNPEPL|XPNPEPL1	X-prolyl aminopeptidase (aminopeptidase P) 1, soluble	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_336	chr1	145311029	145311078	+	36	NA	intron (NM_001302371, intron 12 of 89)	intron (NM_001302371, intron 12 of 89)	17682	NM_001039703	100132406	Hs.714127	NM_001039703	ENSG00000271425	NBPF10	AB6|AG1|NBPF9	neuroblastoma breakpoint family, member 10	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6027	chrX	16804607	16804656	+	36	NA	5' UTR (NM_001168683, exon 1 of 8)	promoter-TSS (NM_001168683)	76	NM_018360	55787	Hs.555961	NM_018360	ENSG00000086712	TXLNG	CXorf15|ELRG|FIAT|LSR5|TXLNGX	taxilin gamma	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2535	chr17	42153377	42153467	+	36	NA	non-coding (NR_028582, exon 6 of 6)	TTS (NM_001015053)	5324	NR_028582	92579	Hs.294005	NM_138387	ENSG00000141349	G6PC3	SCN4|UGRP	glucose 6 phosphatase, catalytic, 3	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5154	chr6	158911805	158911854	+	36	NA	intron (NM_020245, intron 9 of 13)	L1ME3|LINE|L1	-45639	NM_020823	57583	Hs.99145	NM_020823	ENSG00000146433	TMEM181	GPR178|KIAA1423	transmembrane protein 181	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3775	chr21	34697286	34697364	+	36	NA	5' UTR (NM_000629, exon 1 of 11)	5' UTR (NM_000629, exon 1 of 11)	111	NM_000629	3454	Hs.529400	NM_000629	ENSG00000142166	IFNAR1	AVP|IFN-alpha-REC|IFNAR|IFNBR|IFRC	interferon (alpha, beta and omega) receptor 1	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5137	chr6	148704622	148704671	+	36	NA	intron (NM_015278, intron 1 of 19)	intron (NM_015278, intron 1 of 19)	40917	NM_015278	23328	Hs.193133	NM_015278	ENSG00000111961	SASH1	SH3D6A|dJ323M4|dJ323M4.1	SAM and SH3 domain containing 1	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_300	chr1	108489223	108489272	+	36	NA	intron (NM_006113, intron 1 of 26)	L1M5|LINE|L1	-17818	NR_046653	100873946	Hs.568676	NR_046653	ENSG00000230489	VAV3-AS1	-	VAV3 antisense RNA 1	ncRNA
